         4189763 function calls (3931303 primitive calls) in 425.413 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/utils.py:194(inner)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/utils.py:761(__enter__)
        7    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:344(__init__)
       11    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
      473    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:357(__init__)
      263    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:175(_update_cached_all_tokens)
     1341    0.001    0.000    0.001    0.000 {built-in method _weakref.proxy}
        8    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/utils.py:774(make_ndarray_with_pad)
       24    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/std.py:451(fp_write)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/sparse/linalg/_dsolve/linsolve.py:1(<module>)
      360    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/enum.py:44(_is_private)
        6    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_library/custom_ops.py:536(get_library_allowing_overwrite)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/_collections.py:337(extend)
  221/207    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/copy.py:264(<genexpr>)
      170    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/inspect.py:612(unwrap)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/model_loader/tensorizer.py:51(TensorizerConfig)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/glob.py:93(_glob1)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/adapter_commons/layers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/array_api_compat/common/_aliases.py:1(<module>)
   165/15    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:196(walk)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/zmq/sugar/version.py:1(<module>)
      916    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/sampler.py:1144(_get_prompt_logprob_if_needed)
       74    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/logging/__init__.py:228(_releaseLock)
       12    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/response.py:858(_raw_read)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/prompt_adapter/layers.py:1(<module>)
      480    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/cutlass.py:87(_get_tensor_bias)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:466(__repr__)
        4    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/models/llama/configuration_llama.py:143(__init__)
      589    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/feedparser.py:128(__next__)
     2293    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
      346    0.001    0.000    0.001    0.000 {built-in method torch._C._log_api_usage_once}
       93    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/message.py:462(get)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/library.py:308(define)
       27    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/cookies.py:35(__init__)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/lora/utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/transformers/generation/configuration_utils.py:455(__hash__)
       13    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/synchronize.py:114(_make_name)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_linprog_rs.py:1(<module>)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/poolmanager.py:305(connection_from_context)
       74    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:567(set_stream)
       49    0.001    0.000    0.001    0.000 {built-in method fcntl.ioctl}
      661    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:791(<listcomp>)
     1214    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/os.py:759(decode)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/executor/gpu_executor.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/pooling_metadata.py:1(<module>)
   165/15    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:199(_walk)
       52    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/email/message.py:564(get_content_type)
      916    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner.py:554(_compute_for_sliding_window)
      661    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/sampler.py:786(<listcomp>)
       61    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/threading.py:359(notify)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/models.py:610(prepare_cookies)
      240    0.001    0.000    0.001    0.000 {method 'view_as' of 'torch._C.TensorBase' objects}
      667    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/worker.py:286(do_metadata_broadcast)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/multiprocessing/util.py:447(spawnv_passfds)
     1320    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/backends/utils.py:36(<genexpr>)
       54    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/connection.py:308(putheader)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/engine/output_processor/interfaces.py:25(create_output_processor)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:1267(endheaders)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/rotary_embedding.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/_dynamo/decorators.py:77(allow_in_graph)
    322/2    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/memory.py:262(_recurse_add_to_result)
   123/15    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_core_utils.py:206(_handle_other_schemas)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/linalg/_decomp_lu.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/library.py:434(register)
      967    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/pathlib.py:94(join_parsed_parts)
      240    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/cutlass.py:136(_custom_mask_type)
      960    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/common.py:131(<genexpr>)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:1434(_register_triton_kernels)
       19    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/sre_compile.py:560(_compile_info)
        7    0.001    0.000    0.001    0.000 {built-in method torch._C._get_operation_overload}
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/worker.py:35(Worker)
      240    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/cutlass.py:98(_check_bias_alignment)
       47    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/threading.py:545(__init__)
     1313    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/sampler.py:124(__getitem__)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/cuda/__init__.py:211(_check_cubins)
        8    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:2249(<dictcomp>)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:1029(_send_output)
      660    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:694(maybe_set_first_scheduled_time)
      660    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:1095(_allow_async_output_proc)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/cookies.py:140(get_cookie_header)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/__config__.py:1(<module>)
        7    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/inputs/registry.py:238(process_input)
     3200    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      640    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/typing_extensions.py:154(_should_collect_from_parameters)
        4    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/backends/utils.py:69(_compute_slot_mapping_numpy)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/attention/selector.py:1(<module>)
      661    0.001    0.000    0.001    0.000 {method 'contiguous' of 'torch._C.TensorBase' objects}
     3360    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/pprint.py:92(__init__)
      240    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/cutlass.py:66(_get_seqlen_info)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_differentiable_functions.py:1(<module>)
      256    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:279(scheduler_running_outputs_builder)
      660    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/sequence.py:667(init_multi_step)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/requests/utils.py:204(get_netrc_auth)
       11    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/threading.py:827(__init__)
       93    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/linecache.py:52(checkcache)
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
        3    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/utils/_paths.py:39(filter_repo_objects)
        3    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/_lib/decorator.py:200(decorate)
        8    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1490(__instancecheck__)
        1    0.001    0.001    0.001    0.001 {built-in method _posixsubprocess.fork_exec}
      735    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/nn/modules/module.py:2348(named_children)
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/scipy/optimize/_shgo_lib/_complex.py:1(<module>)
        2    0.001    0.000    0.001    0.000 {method '_share_cuda_' of 'torch._C.StorageBase' objects}
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/urllib3/util/url.py:351(_encode_target)
     3200    0.001    0.000    0.001    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.001    0.001 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/model_executor/layers/vocab_parallel_embedding.py:434(__init__)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/tqdm/asyncio.py:23(__init__)
       46    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        3    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_generate_schema.py:1868(inner_handler)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pydantic/_internal/_model_construction.py:457(set_model_fields)
      496    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
       52    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/importlib/metadata/__init__.py:804(mtime)
     1200    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/xformers/ops/fmha/common.py:71(device)
       33    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1350(__init_subclass__)
      471    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:826(find_spec)
      474    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pexpect/spawnbase.py:159(_get_buffer)
      250    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/codecs.py:309(__init__)
       80    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:206(_read_headers)
       22    0.000    0.000    0.001    0.000 /home/ubuntu/plasma-converter/src/games/lean_game.py:361(human_printout)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/typing.py:1208(__getitem_inner__)
        2    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/torch/__init__.py:2168(registerOp)
        9    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/http/client.py:968(send)
        7    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/core/scheduler.py:1297(_allocate_and_set_running)
      661    0.001    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/vllm/worker/model_runner_base.py:205(get_generators)
        4    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/huggingface_hub/file_download.py:1984(_get_pointer_path)
       50    0.000    0.000    0.001    0.000 /opt/conda/envs/pytorch/lib/python3.10/site-packages/pexpect/expect.py:240(search)
